AIN,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
946104515,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
946105009,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,6653,1
946105021,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,54202,0
946105029,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,68952,0
946105800,T6,CompanySponsored,C2000,ProductDev,Trust,1,100000-499999,N,152788,1
946106219,T6,CompanySponsored,C2000,ProductDev,Association,1,100000-499999,N,92982,0
946107539,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
946107541,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,98154,0
946107577,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946107587,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,1578587,0
946107633,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946107641,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,60951,0
946107763,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946107786,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946107787,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946107884,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946107888,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946107889,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,64313,0
946107891,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,30116,0
946107892,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,260245,0
946107893,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946107894,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,145621,0
946107900,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,93336,0
946107901,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,131830,0
946107902,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,329170,0
946107903,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946107961,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946108324,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946108331,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946109110,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,94471,0
946113242,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946114828,T3,CompanySponsored,C1800,Preservation,Association,1,1M-5M,N,2949070,1
946115423,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946115424,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946116708,T3,CompanySponsored,C1200,ProductDev,Trust,1,0,N,5000,0
946117523,T4,CompanySponsored,C1300,ProductDev,Association,1,25000-99999,N,21362,0
946117592,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
946121442,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946121458,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946121470,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946121490,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,104347,0
946121587,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
946121919,T4,Independent,C1000,ProductDev,Association,1,100000-499999,N,17594,0
946121956,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
946122307,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
946122353,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
946122417,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,0
946122426,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946122495,T4,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
946123273,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
946126385,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946127953,T19,Independent,C1000,Preservation,Trust,1,1-9999,N,64727,1
946128880,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
946129064,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
946129073,T19,Independent,C1000,Preservation,Association,1,0,N,5000,0
946129081,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
946130798,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,77994,0
946131132,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946131735,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,1093418,0
946138684,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,931720,0
946139237,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
946171582,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,21817,0
946173126,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
946173130,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
946173133,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
946173158,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
946173162,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
946173433,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946173884,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
946174066,T3,Independent,C1200,Heathcare,Trust,1,50M+,N,5591584994,0
946174137,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,63325,0
946174138,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946174141,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946174145,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946174146,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,39055,0
946174150,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,50720,0
946174151,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,107965,0
946174153,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
946174155,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,56218,0
946184921,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
946186120,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
946187753,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
946187876,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
946199599,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946206802,T6,Independent,C2000,ProductDev,Association,1,100000-499999,N,208470,0
946315625,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
946612446,T3,Independent,C1200,Preservation,Co-operative,1,50M+,N,422667099,0
946643910,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
946647134,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,0
946763907,T3,Independent,C2000,Preservation,Co-operative,1,25000-99999,N,360859,1
946766689,T3,Independent,C1000,Preservation,Trust,1,0,N,17614,1
946801987,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,4029622,0
949771973,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
950112002,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
950491408,T19,Independent,C1000,Preservation,Trust,1,100000-499999,N,200055,0
950494615,T10,CompanySponsored,C1000,ProductDev,Association,1,1M-5M,N,5884201,1
950627635,T5,CompanySponsored,C3000,Preservation,Trust,1,1M-5M,N,1490443,0
950751528,T10,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,709979,1
950865916,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,491705,1
951165771,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
951165774,T4,CompanySponsored,C3000,ProductDev,Trust,1,0,N,5000,0
951165778,T4,CompanySponsored,C3000,ProductDev,Trust,1,100000-499999,N,315572,0
951184768,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
951185071,T3,Independent,C3000,Preservation,Association,1,0,N,5000,0
951311973,T5,CompanySponsored,C3000,ProductDev,Association,1,1M-5M,N,2552985,1
951466672,T5,Independent,C1000,ProductDev,Association,1,25000-99999,N,261533,0
951574145,T3,Family/Parent,C2000,Preservation,Trust,1,100000-499999,N,310991,0
951641433,T3,CompanySponsored,C1270,Preservation,Trust,1,10M-50M,N,5097688,0
951643325,T3,CompanySponsored,C1200,Heathcare,Trust,1,50M+,N,967076877,0
951644036,T3,Independent,C1000,Heathcare,Trust,1,50M+,N,938554501,1
951644585,T3,Independent,C1000,Preservation,Association,1,10M-50M,N,26833960,1
951644604,T3,Independent,C1200,Heathcare,Trust,1,50M+,N,312141885,0
951647829,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,285767,1
951655141,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
951694579,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,214553,0
951708743,T3,CompanySponsored,C1000,Preservation,Trust,1,50M+,N,34621702,1
951722964,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
951751363,T5,CompanySponsored,C1000,ProductDev,Association,1,100000-499999,N,392079,1
951762462,T4,CompanySponsored,C3000,ProductDev,Trust,1,25000-99999,N,5000,0
951771230,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,1
951777979,T3,Independent,C1000,Preservation,Association,1,50M+,N,48121231,0
951811177,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,530781,1
951891496,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,1
951906451,T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
952023540,T2,Independent,C1000,ProductDev,Trust,1,1-9999,N,167557,1
952075024,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
952080216,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,203593,0
952094260,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,1
952113074,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
952128082,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,83827,0
952236839,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
952270255,T3,CompanySponsored,C2800,Preservation,Trust,1,25000-99999,N,111514,1
952274801,T3,Independent,C1000,Preservation,Trust,1,50M+,N,46540475,0
952317400,T5,Independent,C3000,ProductDev,Association,1,25000-99999,N,51888,1
952368504,T12,Independent,C1000,ProductDev,Trust,1,100000-499999,N,664552,1
952413249,T3,Independent,C1200,Preservation,Trust,1,5M-10M,N,6530635,1
952419484,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,97470,1
952455327,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
952460867,T5,Independent,C3000,ProductDev,Trust,1,100000-499999,N,353139,0
952467168,T3,CompanySponsored,C1000,Preservation,Trust,1,1-9999,N,59080,0
952487706,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,83544,1
952505646,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,332658,0
952535383,T3,CompanySponsored,C1200,Preservation,Association,1,25000-99999,N,27441,1
952542391,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,204807,0
952542888,T4,CompanySponsored,C1000,ProductDev,Trust,1,25000-99999,N,13799,0
952585015,T5,Independent,C3000,ProductDev,Association,1,25000-99999,N,7403,1
952593421,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,5271147,1
952598337,T3,Independent,C1000,Preservation,Trust,1,5M-10M,N,3317889,0
952599737,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
952744425,T5,CompanySponsored,C3000,ProductDev,Trust,1,100000-499999,N,666313,0
952778013,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
952821104,T3,Independent,C1000,Heathcare,Trust,1,50M+,N,357925667,0
952870754,T12,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
952931931,T3,Independent,C1000,Heathcare,Trust,1,5M-10M,N,4304039,0
952994536,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
953005124,T3,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,5000,0
953008798,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,8140760,0
953011602,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,0
953025272,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
953031797,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
953051916,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,118980,0
953058298,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,41075,0
953076918,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,217491,0
953097164,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
953126837,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,0
953139417,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953139516,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,76403,0
953141050,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,37009,0
953151654,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
953152294,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,23230,0
953152865,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,9474,0
953153042,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
953154653,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
953157064,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953159808,T19,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
953166211,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
953171894,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953177547,T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,49611,1
953190807,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
953196836,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,455087,1
953225051,T4,Independent,C3000,ProductDev,Association,1,0,N,5000,0
953247700,T3,Independent,C1000,Preservation,Co-operative,1,25000-99999,N,45877,0
953247793,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
953248150,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,136087,1
953249149,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
953249154,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
953263643,T3,Independent,C1000,Preservation,Co-operative,1,1M-5M,N,4142890,1
953264628,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
953280861,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,48270,0
953287210,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953310601,T4,CompanySponsored,C3000,ProductDev,Association,1,1-9999,N,20882,0
953313934,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
953325934,T3,Independent,C0,Heathcare,Trust,1,0,N,5000,0
953366679,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,32807,1
953375418,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,1100284,0
953376735,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,57972,0
953378527,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,0
953379866,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
953394860,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
953411520,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
953430328,T3,Family/Parent,C1000,Preservation,Trust,1,100000-499999,N,1152586,1
953435919,T3,Family/Parent,C1000,Preservation,Trust,1,50M+,N,1011585213,0
953452010,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953453694,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953469963,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
953471798,T5,Independent,C3000,ProductDev,Trust,1,0,N,399557,0
953479474,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
953491521,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
953497947,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,51853,0
953498885,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
953499861,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,9725,0
953501588,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953501863,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,34081,0
953503218,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,80332,0
953503876,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953512392,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,283564,0
953523149,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1160985,1
953527128,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953533726,T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,102747,1
953541431,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953553624,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
953553774,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,5040,0
953581907,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,170725,0
953585590,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
953625847,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
953668222,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
953670186,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
953676495,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
953680483,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
953702057,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
953706425,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
953713936,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
953737904,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
953738126,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,1
953742283,T4,CompanySponsored,C1300,ProductDev,Association,1,100000-499999,N,258656,1
953749293,T3,CompanySponsored,C1000,Heathcare,Trust,1,1M-5M,N,2275605,0
953749330,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
953762089,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953767039,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,77950,0
953770755,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,513366,1
953779924,T3,CompanySponsored,C2800,Preservation,Association,1,100000-499999,N,27051,0
953780364,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
953801911,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
953802311,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
953812795,T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,5751,1
953823797,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,7730,1
953844523,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953846755,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
953853495,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
953855901,T3,Independent,C1000,Preservation,Association,1,1-9999,N,350000,1
953866667,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,0
953869078,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,362591,1
953880268,T3,CompanySponsored,C7000,Preservation,Trust,1,100000-499999,N,8627,1
953886888,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,51657,1
953896327,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953906173,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953915116,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,759616,0
953930268,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,3249662,0
953936137,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
953940298,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,5000,0
953943476,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
953943701,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,273742,1
953943882,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
953950196,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,21293143,0
953952934,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
953953979,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,4594413,0
953954057,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,8120211,0
953961524,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
953961662,T3,CompanySponsored,C1200,ProductDev,Association,1,0,N,5000,1
953962371,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
954011381,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
954030380,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1473307,1
954071596,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
954073359,T4,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,33050,0
954111226,T10,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,86039,1
954132021,T3,Independent,C4000,Preservation,Trust,1,25000-99999,N,1295026,1
954136093,T5,Independent,C3000,ProductDev,Association,1,100000-499999,N,5000,0
954139281,T3,CompanySponsored,C1000,Preservation,Association,1,10000-24999,N,5000,0
954154410,T4,Independent,C3000,ProductDev,Association,1,0,N,5000,0
954160217,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
954185785,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954188814,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,8708775,1
954230181,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,59048,1
954231872,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954232563,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954248751,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,658079,1
954250320,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,250062,1
954253654,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
954256336,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
954267025,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
954269065,T3,CompanySponsored,C1700,Preservation,Association,1,100000-499999,N,41904,0
954270454,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954274786,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
954275187,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,231694,0
954275394,T3,Independent,C1000,Preservation,Association,1,1M-5M,N,507859,1
954280802,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,54729,1
954287679,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
954292938,T4,CompanySponsored,C1000,ProductDev,Association,1,1M-5M,N,220250,0
954294690,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,258183,1
954294803,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954300821,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954302067,T3,Independent,C1000,Preservation,Trust,1,50M+,N,35071177,0
954308512,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
954324132,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1364308,1
954332330,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
954332756,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
954335948,T6,CompanySponsored,C2000,ProductDev,Association,1,1-9999,N,5389,1
954337242,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954344329,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954356959,T7,Independent,C1000,CommunityServ,Trust,1,100000-499999,N,48389,1
954359983,T3,CompanySponsored,C1000,ProductDev,Association,1,100000-499999,N,288208,0
954363267,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954368440,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,18118,1
954372192,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
954387106,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,292267,1
954395049,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,0
954395088,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,190072,0
954397270,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
954401682,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954405705,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,31952,1
954415115,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,2266417,1
954420760,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
954422143,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
954426350,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1621748,1
954429260,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,137320,1
954430502,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1504969,0
954433403,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
954434428,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,5193903,1
954435944,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954438197,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,68179,1
954439460,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,134860,0
954447784,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
954454381,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
954456985,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,425326,1
954483338,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,237467,0
954492653,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,33719463,0
954495807,T3,Independent,C2000,Preservation,Trust,1,0,N,30622,1
954496028,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,0
954496042,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,0
954496365,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,7439,1
954501043,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
954505661,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,3160469,0
954506030,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
954508436,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,201112,0
954511977,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,58940,1
954513251,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,35464,1
954513961,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,152598,0
954517398,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
954520273,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,7498191,1
954523486,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,4052021,1
954523698,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,1270766,1
954525790,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,200862,1
954527444,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
954532118,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,16077,1
